symbol,name,currency,summary,category_group,category,family,exchange,market
SPXL,Direxion Daily S&P500 Bull 3X Shares,USD,"The investment seeks daily investment results, before fees and expenses, of 300% of the daily performance of the S&P 500Â® Index.
 The fund, under normal circumstances, invests at least 80% of its net assets (plus borrowing for investment purposes) in financial instruments, such as swap agreements, securities of the index, and exchange-traded funds (""ETFs"") that track the index and other financial instruments that provide daily leveraged exposure to the index or ETFs that track the index. The index is a float-adjusted, market capitalization-weighted index. The fund is non-diversified.",Equities,Trading,Direxion Funds,PCX,us_market
SPXN,ProShares S&P 500 ex-Financials ETF,USD,"The investment seeks investment results, before fees and expenses, that track the performance of the S&P 500Â® Ex-Financials and Real Estate Index (the ""index"").
 Under normal circumstances, the fund will invest at least 80% of its total assets in component securities. The index and fund seek to provide exposure to the companies of the S&P 500Â® Index (the ""S&P 500Â®"") with the exception of those companies included in the Financials and Real Estate Sectors.",Equities,Factors,ProShares,PCX,us_market
SPXS,Direxion Daily S&P 500 Bear 3X Shares,USD,"The investment seeks daily investment results, before fees and expenses, of 300% of the inverse (or opposite) of the daily performance of the S&P 500Â® Index.
 The fund, under normal circumstances, invests in swap agreements, futures contracts, short positions or other financial instruments that, in combination, provide inverse (opposite) or short leveraged exposure to the index equal to at least 80% of the fund&#39;s net assets (plus borrowing for investment purposes). The index is a float-adjusted, market capitalization-weighted index. The fund is non-diversified.",Equities,Trading,Direxion Funds,PCX,us_market
SPXT,ProShares S&P 500 ex-Technology ETF,USD,"The investment seeks investment results, before fees and expenses, that track the performance of the S&P 500Â® Ex-Information Technology Index (the ""index"").
 Under normal circumstances, the fund will invest at least 80% of its total assets in component securities. The index and fund seek to provide exposure to the companies of the S&P 500Â® Index (the ""S&P 500"") with the exception of those companies included in the Information Technology Sector.",Equities,Factors,ProShares,PCX,us_market
SPXU,ProShares UltraPro Short S&P500,USD,"The investment seeks daily investment results before fees and expenses that correspond to three times the inverse (-3x) of the daily performance of the S&P 500Â® Index.
 The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the fund&#39;s investment objective. The index is a measure of large-cap U.S. stock market performance. The fund is non-diversified.",Equities,Trading,ProShares,PCX,us_market
SPXV,ProShares S&P 500 ex-Health Care ETF,USD,"The investment seeks investment results, before fees and expenses, that track the performance of the S&P 500Â® Ex-Health Care Index (the ""index"").
 Under normal circumstances, the fund will invest at least 80% of its total assets in component securities. The index and fund seek to provide exposure to the companies of the S&P 500Â® Index (the ""S&P 500Â®"") with the exception of those companies included in the Health Care Sector.",Equities,Factors,ProShares,PCX,us_market
SPXZ,Morgan Creek - Exos SPAC Originated ETF,USD,"The investment seeks capital appreciation.
 The fund is an actively-managed ETF that seeks to achieve its investment objective by investing primarily in U.S.-listed special purpose acquisition companies (""SPACs"") and in companies that have merged with or been acquired by a SPAC. A SPAC is a ""blank check"" company with no commercial operations that is designed to raise capital via an initial public offering (""IPO"") for the purpose of engaging in a merger, acquisition, reorganization, or similar business combination (a ""Combination"") with one or more operating companies. The fund is non-diversified.",Equities,Factors,Morgan Creek,PCX,us_market
SPY,SPDR S&P 500 ETF Trust,USD,"The investment seeks to provide investment results that, before expenses, correspond generally to the price and yield performance of the S&P 500Â® Index.
 The Trust seeks to achieve its investment objective by holding a portfolio of the common stocks that are included in the index (the âPortfolioâ), with the weight of each stock in the Portfolio substantially corresponding to the weight of such stock in the index.",Equities,Factors,State Street Global Advisors,PCX,us_market
SPYC,Simplify US Equity PLUS Convexity ETF,USD,"The investment seeks to provide capital appreciation.
 The adviser seeks to achieve the fund&#39;s investment objective by investing primarily in equity securities of U.S. companies and applying a convexity option overlay strategy to the equity investments. Under normal circumstances, it invests at least 80% of its net assets (plus any borrowings for investment purposes) in equity securities of U.S. companies, primarily by purchasing exchange-traded funds (""ETFs""). The option overlay consists of purchasing exchange-traded and over the counter (""OTC"") put and call options on the S&P 500 Index or an S&P 500 Index ETF.",,,Simplify Asset Management,PCX,us_market
SPYD,SPDR Portfolio S&amp;P 500 High Dividend ETF,USD,"The investment seeks to track the performance of the S&P 500 High Dividend Index.
 Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to measure the performance of 80 high dividend-yielding companies within the S&P 500Â® Index. The S&P 500 Index focuses on the large capitalization U.S. equity market, including common stock and real estate investment trusts (""REITs"").",,,State Street Global Advisors,PCX,us_market
SPYG,SPDR Portfolio S&P 500 Growth ETF,USD,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of the S&P 500 Growth Index that tracks the performance of large capitalization exchange traded U.S. equity securities exhibiting ""growth"" characteristics.
 The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index measures the performance of the large-capitalization growth segment of the U.S. equity market. It is non-diversified.",Equities,Factors,State Street Global Advisors,PCX,us_market
SPYV,SPDR Portfolio S&P 500 Value ETF,USD,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of the S&P 500 Value Index that tracks the performance of large capitalization exchange traded U.S. equity securities exhibiting ""value"" characteristics.
 The fund employs a sampling strategy in seeking to track the performance of the S&P 500 Value Index. It generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index measures the performance of the large-capitalization value segment of the U.S. equity market.",Equities,Factors,State Street Global Advisors,PCX,us_market
SPYX,SPDR S&P 500 Fossil Fuel Reserves Free ETF,USD,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of the S&P 500 Fossil Fuel Free Index.
 Normally, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. In addition, it may invest in equity securities that are not included in the index, cash and cash equivalents or money market instruments. The index is designed to measure the performance of companies in the S&P 500 Index that are ""fossil fuel free"", which are defined as companies that do not own fossil fuel reserves.",Equities,Factors,State Street Global Advisors,PCX,us_market
SQEW,LeaderShares Equity Skew ETF,USD,"The investment seeks to generate long-term capital growth.
 The fund is an actively managed exchange traded fund (""ETF"") that normally invests at least 80% of its net assets, including any borrowings for investment purposes, in equity securities. The adviser employs a contrarian strategy seeking to buy underperforming asset classes and/or factors and sell outperforming asset classes and/or factors based on quantitative research. It may have a higher degree of portfolio turnover than funds that seek to replicate the performance of an index.",,,LeaderShares,PCX,us_market
SQLV,Legg Mason Small-Cap Quality Value ETF,USD,"The investment seeks to track the investment results of an index composed of equity securities of small-capitalization companies that are traded in the United States.
 The fund seeks to track the investment results of the Royce Small-Cap Quality Value Index (the ""underlying index""). The underlying index utilizes a proprietary methodology created and sponsored by the fund&#39;s subadviser. The subadviser is affiliated with both LMPFA and the fund. The fund will invest at least 80% of its net assets, plus borrowings for investment purposes, if any, in securities that compose its underlying index.",Equities,Factors,Franklink Templeton Investments,NGM,us_market
SQQQ,ProShares UltraPro Short QQQ,USD,"The investment seeks daily investment results, before fees and expenses, that correspond to three times the inverse (-3x) of the daily performance of the NASDAQ-100 IndexÂ®.
 The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the fund&#39;s investment objective. The index includes 100 of the largest domestic and international non-financial companies listed on The Nasdaq Stock Market based on market capitalization. The fund is non-diversified.",Equities,Trading,ProShares,NMS,us_market
SRET,Global X SuperDividend REIT ETF,USD,"The investment seeks investment results that correspond generally to the price and yield performance, before fees and expenses, of the Solactive Global SuperDividend Â® REIT Index.
 The fund invests at least 80% of its total assets in the securities of the underlying index and in American Depositary Receipts (""ADRs"") and Global Depositary Receipts (""GDRs"") based on the securities in the underlying index. The underlying index tracks the performance of REITs that rank among the highest yielding REITs globally, as determined by Solactive AG, the provider of the underlying index.",Real Estate,Real Estate,Global X Funds,NGM,us_market
SRLN,SPDR Blackstone Senior Loan ETF,USD,"The investment seeks to provide current income consistent with the preservation of capital.
 The fund seeks to outperform the Markit iBoxx USD Liquid Leveraged Loan Index and the S&P/LSTA U.S. Leveraged Loan 100 Index by normally investing at least 80% of its net assets (plus any borrowings for investment purposes) in Senior Loans. For purposes of this 80% test, ""Senior Loans"" are first lien senior secured floating rate bank loans.",Fixed Income,Bonds,State Street Global Advisors,PCX,us_market
SRS,ProShares UltraShort Real Estate,USD,"The investment seeks daily investment results, before fees and expenses, that correspond to two times the inverse (-2x) of the daily performance of the Dow Jones U.S. Real EstateSM Index.
 The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the fund&#39;s investment objective. The index seeks to measure the performance of certain companies in the real estate sector of the U.S. equity market. The fund is non-diversified.",Equities,Trading,ProShares,PCX,us_market
SRTY,ProShares UltraPro Short Russell2000,USD,"The investment seeks daily investment results that correspond to three times the inverse (-3x) of the daily performance of the Russell 2000Â® Index.
 The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the fund&#39;s investment objective. The index is a measure of small-cap U.S. stock market performance. The fund is non-diversified.",Equities,Trading,ProShares,PCX,us_market
SRVR,Pacer Benchmark Data & Infrastructure Real Estate SCTR ETF,USD,"The investment seeks to track the total return performance, before fees and expenses, of the Benchmark Data & Infrastructure Real Estate SCTRâ  Index (the ""index"").
 Under normal circumstances, at least 80% of the fund&#39;s total assets (exclusive of collateral held from securities lending) will be invested in the component securities of the index. The index is generally composed of the U.S.-listed equity securities of companies that derive at least 85% of their earnings or revenues from real estate operations in the data and infrastructure real estate sectors (""Eligible Companies""). The fund is non-diversified.",Real Estate,Real Estate,Pacer,PCX,us_market
SSAM,Rockledge SectorSAM ETF,,,,,,PCX,us_market
SSEHF,SSGA SPDR ETFS EUROPE II PLC SP,USD,,,,,PNK,us_market
SSEUF,SSGA SPDR ETFS EUROPE II PLC RU,USD,,,,,PNK,us_market
SSG,ProShares UltraShort Semiconductors,USD,"The investment seeks daily investment results, before fees and expenses, that correspond to two times the inverse (-2x) of the daily performance of the Dow Jones U.S. SemiconductorsSM Index.
 The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the fund&#39;s investment objective. The index seeks to measure the performance of certain companies in the semiconductor sub-sector of the U.S. equity market. The fund is non-diversified.",Equities,Trading,ProShares,PCX,us_market
SSGAF,SSGA SPDR ETFS EUROPE I PLC SPD,USD,,,,,PNK,us_market
SSGWF,SSGA SPDR ETFS EUROPE II PLC MS,USD,,,,,PNK,us_market
SSLY,Syntax Stratified SmallCap ETF,USD,"The investment seeks to provide investment results that, before expenses, correspond generally to the total return performance of publicly traded equity securities of companies in the Syntax Stratified SmallCap Index.
 Under normal market conditions, the fund generally invests substantially all, and at least 80% of its total assets in the securities comprising the index. The index is the Stratified WeightTM version of the widely used S&P SmallCap 600Â® Index and holds the same constituents as the S&P SmallCap 600Â® Index.",Equities,Factors,Syntax,PCX,us_market
SSO,ProShares Ultra S&P500,USD,"The investment seeks daily investment results, before fees and expenses, that correspond to two times (2x) the daily performance of the S&P 500Â® Index.
 The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the fund&#39;s investment objective. The index is a measure of large-cap U.S. stock market performance. It is a float-adjusted, market capitalization-weighted index of 500 U.S. operating companies and real estate investment trusts selected through a process that factors in criteria such as liquidity, price, market capitalization and financial viability. The fund is non-diversified.",Equities,Trading,ProShares,PCX,us_market
SSPY,Syntax Stratified LargeCap ETF,USD,"The investment seeks to provide investment results that, before expenses, correspond generally to the total return performance of publicly traded equity securities of companies comprising the Syntax Stratified LargeCap Index (the ""index"").
 Under normal market conditions, the fund generally invests substantially all, and at least 95% of its total assets in the securities comprising the index. The index, which was created by Syntax, LLC, an affiliate of the fund&#39;s investment adviser, is the stratified-weight version of the widely used S&P 500Â® Index and holds the same constituents as the S&P 500.",,,Syntax,PCX,us_market
SSSEF,SSgA SPDR ETFs Europe II Public Limited Company - SPDR S&P U.S. Financials Select Sector UCITS ETF,USD,,,,,PNK,us_market
SSSPF,SSGA SPDR ETFS EUROPE I PLC SPD,USD,,,,,PNK,us_market
SSUS,Day Hagan/Ned Davis Research Smart Sector ETF,USD,"The investment seeks long-term capital appreciation and preservation of capital.
 The fund is considered a ""fund of funds"" that, under normal market conditions, seeks to achieve its investment objective by principally investing in unaffiliated equity exchange traded funds (""ETFs"") that track the performance of the individual sectors (""Sectors"") of the S&P 500 Index. The Advisor will attempt to enhance returns relative to the index by overweighting and underweighting its exposure to the Sectors relative to the index and may reduce its overall exposure to ETFs as determined by its risk management model. It is non-diversified.",Equities,Factors,Day Hagan,PCX,us_market
STIP,iShares 0-5 Year TIPS Bond ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays U.S. Treasury Inflation-Protected Securities (TIPS) 0-5 Years Index (Series-L).
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index measures the performance of the inflation-protected public obligations of the U.S. Treasury, commonly known as ""TIPS,"" that have a remaining maturity of less than five years.",Fixed Income,Bonds,BlackRock Asset Management,PCX,us_market
STLC,iShares Factors US Blend Style ETF,USD,"The investment seeks to track the investment results of the Russell US Large Cap Factors Blend Style Index.
 The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index is designed to select equity securities from the Russell 1000Â® Index, with exposure to five equity style factors while maintaining a level of risk similar to that of the parent index. It is non-diversified.",,,BlackRock Asset Management,BTS,us_market
STLG,iShares Factors US Growth Style ETF,USD,"The investment seeks to track the investment results of the Russell US Large Cap Factors Growth Style Index composed of U.S. large- and mid-capitalization stocks with favorable exposure to target style factors subject to constraints.
 The fund seeks to track the investment results of the Russell US Large Cap Factors Growth Style Index. The underlying index is designed to select equity securities from the Russell 1000Â® Growth Index, which in turn is a subset of the Russell 1000Â® Index. It generally will invest at least 90% of its assets in the component securities of the underlying index. The fund is non-diversified.",Equities,Factors,BlackRock Asset Management,BTS,us_market
STLV,iShares Factors US Value Style ETF,USD,"The investment seeks to track the investment results of the Russell US Large Cap Factors Value Style Index composed of U.S. large- and mid-capitalization stocks with favorable exposure to target style factors subject to constraints.
 The fund seeks to track the investment results of the Russell US Large Cap Factors Value Style Index. The underlying index is designed to select equity securities from the Russell 1000Â® Value Index, which in turn is a subset of the Russell 1000 Index. It generally will invest at least 90% of its assets in the component securities of the underlying index. The fund is non-diversified.",Equities,Factors,BlackRock Asset Management,BTS,us_market
STMB,iShares Factors US Mid Blend Style ETF,USD,"The investment seeks to track the investment results of the Russell US Mid Cap Factors Blend Style Index.
 The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index is designed to select equity securities from the Russell MidcapÂ® Index, with exposure to five equity style factors while maintaining a level of risk similar to that of the parent index. It is non-diversified.",,,BlackRock Asset Management,BTS,us_market
STNC,Stance Equity ESG Large Cap Core ETF,USD,"The investment seeks to achieve long-term capital appreciation.
 The fund is an actively managed exchange-traded fund (""ETF"") that will invest, under normal circumstances at least 80% of the value of its net assets (plus the amount of any borrowings for investment purposes) in exchange-traded equity securities of U.S. large capitalization issuers that meet environmental, social, and governance (""ESG"") standards, as determined by its sub-adviser. Its investment portfolio is focused, generally composed of at least 30 investment positions.",Equities,Factors,Stance,PCX,us_market
STOT,SPDR DoubleLine Short Duration Total Return Tactical ETF,USD,"The investment seeks to maximize current income with a dollar-weighted average effective duration between one and three years.
 Under normal circumstances, the fund will invest at least 80% of its net assets in a diversified portfolio of fixed income securities of any credit quality. Fixed income securities in which the fund principally invests are defined as securities issued or guaranteed by the U.S. government or its agencies, instrumentalities or sponsored corporations; TIPS; municipal bonds (the fund may invest up to 20% of its portfolio in municipal bonds); asset-backed securities; etc.",,,State Street Global Advisors,BTS,us_market
STPZ,PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund,USD,"The investment seeks to provide total return that closely corresponds, before fees and expenses, to the total return of the ICE BofA 1-5 Year US Inflation-Linked Treasury Index.
 The fund invests at least 80% of its total assets (exclusive of collateral held from securities lending) in the component securities of the ICE BofA 1-5 Year US Inflation-Linked Treasury Index (the ""underlying index""). The underlying index is an unmanaged index comprised of Treasury Inflation-Protected Securities (""TIPS"") with a maturity of at least 1 year and less than 5 years.",Fixed Income,Bonds,PIMCO Global Advisors,PCX,us_market
STSB,iShares Factors US Small Blend Style ETF,USD,"The investment seeks to track the investment results of the Russell US Small Cap Factors Blend Style Index.
 The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index is designed to select equity securities from the Russell 2000Â® Index, with exposure to five equity style factors while maintaining a level of risk similar to that of the parent index. It is non-diversified.",Equities,Factors,BlackRock Asset Management,BTS,us_market
SUB,iShares Short-Term National Muni Bond ETF,USD,"The investment seeks to track the investment results of the S&P Short Term National AMT-Free Municipal Bond IndexTM.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index measures the performance of the short-term investment-grade segment of the U.S. municipal bond market.",Fixed Income,Developed Markets,BlackRock Asset Management,PCX,us_market
SUBZ,Roundhill Streaming Services &amp; Technology ETF,USD,"The investment seeks capital growth.
 Under normal circumstances, at least 80% of the fund&#39;s net assets, plus borrowings for investment purposes, will be invested in Streaming Companies that receive a majority of their revenue or profits from, or invest a majority of their assets in, operations in the communication services and/or technology sectors. Its portfolio is expected to consist of equity securities of U.S. and foreign issuers of any market capitalization, which may include common stocks and depositary receipts representing interests in foreign securities (from both developed and emerging market countries). The fund is non-diversified.",,,Roundhill Investments,PCX,us_market
SULR,SmartETFs Sustainable Energy II ETF,USD,"The investment seeks long-term capital appreciation.
 The fund invests, under normal conditions, at least 80% of its net assets in publicly-traded equity securities of sustainable energy companies (both U.S. and non-U.S.). It will invest in companies that the adviser considers to be âSustainable Energyâ companies, which are companies that, in the adviserâs view, generate, produce or provide alternative or renewable sources of energy, or that produce, generate, transport, or deliver energy or energy applications in a way that makes alternative or renewable energy more efficient or accessible or reduces the use of environmentally depletive energy resources.",,,SmartETFs,BTS,us_market
SUSA,iShares MSCI USA ESG Select ETF,USD,"The investment seeks to track the investment results of the MSCI USA Extended ESG Select Index composed of U.S. companies that have positive environmental, social and governance characteristics as identified by the index provider.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index is an optimized index designed to maximize exposure to favorable environmental, social and governance (""ESG"") characteristics, while exhibiting risk and return characteristics similar to the MSCI USA Index.",Equities,Factors,BlackRock Asset Management,PCX,us_market
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays MSCI US Corporate 1-5 Year ESG Focus Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index has been developed by Bloomberg Barclays Capital Inc. with environmental, social and governance (""ESG"") rating inputs from MSCI ESG Research LLC pursuant to an agreement between MSCI ESG Research and Bloomberg Index Services Limited, a subsidiary of Bloomberg Barclays.",Fixed Income,Bonds,BlackRock Asset Management,NMS,us_market
SUSC,iShares ESG USD Corporate Bond ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays MSCI US Corporate ESG Focus Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index has been developed by Bloomberg Barclays Capital Inc. with environmental, social and governance (""ESG"") rating inputs from MSCI ESG Research LLC (""MSCI ESG Research"") pursuant to an agreement between MSCI ESG Research and Bloomberg Index Services Limited, a subsidiary of Bloomberg Barclays. The fund is non-diversified.",Fixed Income,Bonds,BlackRock Asset Management,NGM,us_market
SUSL,iShares ESG MSCI USA Leaders ETF,USD,"The investment seeks to track the investment results of the MSCI USA Extended ESG Leaders Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The underlying index is a free float-adjusted market capitalization weighted equity index designed to reflect the equity performance of U.S. companies that have favorable environmental, social and governance (""ESG"") characteristics. It is non-diversified.",Equities,Factors,BlackRock Asset Management,NMS,us_market
SUSTF,SSgA SPDR ETFs Europe II Public Limited Company - SPDR S&P U.S. Technology Select Sector UCITS ETF,USD,,,,,PNK,us_market
SVAL,iShares US Small Cap Value Factor ETF,USD,"The investment seeks to track the investment results of the Russell 2000 Focused Value Select Index composed of U.S. small-capitalization stocks with prominent value characteristics.
 The index measures the performance of small-capitalization U.S. companies with prominent value factor characteristics, as determined by the index provider. The fund generally will invest at least 80% of its assets in the component securities and other instruments of the index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents.",Equities,Factors,BlackRock Asset Management,BTS,us_market
SVOL,Simplify Volatility Premium ETF,USD,"The investment seeks to provide investment results, before fees and expenses, that correspond to approximately one-fifth to three-tenths the inverse (-0.2x to -0.3x) of the performance of the S&P 500 VIX short-term futures index while also seeking to mitigate extreme volatility.
 In pursuing its investment objective, the fund primarily purchases or sells futures contracts, call options, and put options on VIX futures. The fund will hold cash, cash-like instruments or high-quality short term fixed income securities. Up to twenty percent of the fundâs net assets will be subject to the fundâs option overlay to mitigate against extreme volatility.",Equities,Factors,Simplify Asset Management,PCX,us_market
SVXY,ProShares Short VIX Short-Term Futures ETF,USD,"The investment seeks daily investment results, before fees and expenses, that correspond to one-half the inverse (-0.5x) of the performance of the S&P 500 VIX Short-Term Futures Index for a single day.
 The index seeks to offer exposure to market volatility through publicly traded futures markets and is designed to measure the implied volatility of the S&P 500 over 30 days in the future.",Equities,Factors,ProShares,BTS,us_market
SWAN,Amplify BlackSwan Growth & Treasury Core ETF,USD,"The investment seeks results that generally correspond (before fees and expenses) to the price and yield of the S-Network BlackSwan Core Total Return Index (the ""index"").
 The fund will invest at least 80% of its total assets in the securities that comprise the index, which will primarily include U.S. Treasury securities and long-dated call options (""LEAP Options"") on the SPDR S&P 500 ETF Trust (""SPY""). The index is a rules-based, quantitative index that seeks to provide capital protection against the unpredictable, rare and highly disruptive events that have come to be referred to as ""Black Swans."" The fund is non-diversified.",,,Amplify ETFs,PCX,us_market
SWOOF,SSGA SPDR ETFS EUROPE II PLC MS,USD,,,,,PNK,us_market
SXERF,BLACKROCK AST MGT (DEUTSCHLAND),USD,,,,BlackRock Asset Management,PNK,us_market
SYE,SPDR MFS Systematic Core Equity ETF,USD,"The investment seeks capital appreciation.
 Under normal circumstances, the fund invests at least 80% of its net assets (plus the amount of borrowings for investment purposes) in equity securities. Equity securities in which the fund invests include common stocks, preferred stocks, and securities convertible into stocks. In selecting securities for the fund, the Sub-Adviser utilizes a bottom-up approach to buying and selling investments for the fund.",Equities,Factors,State Street Global Advisors,PCX,us_market
SYG,SPDR MFS Systematic Growth Equity ETF,USD,"The investment seeks capital appreciation.
 Under normal circumstances, the fund invests at least 80% of its net assets (plus the amount of borrowings for investment purposes) in equity securities. Equity securities in which the fund invests include common stocks, preferred stocks, and securities convertible into stocks. In selecting securities for the fund, the Sub-Adviser utilizes a bottom-up approach to buying and selling investments for the fund.",Equities,Factors,State Street Global Advisors,PCX,us_market
SYLD,Cambria Shareholder Yield ETF,USD,"The investment seeks income and capital appreciation.
 The fund is actively managed and seeks to achieve its investment objective by investing, under normal market conditions, at least 80% of its total assets in equity securities, including common stock, issued by U.S.-based publicly listed companies that provide high ""shareholder yield."" Its investment adviser, Cambria Investment Management, L.P. (""Cambria"" or the ""Adviser""), defines ""shareholder yield"" as the totality of returns realized by an investor from a companyâs cash payments for dividends, buybacks and debt paydowns.",Equities,Factors,Cambria ETF Trust,BTS,us_market
SYUS,Syntax Stratified U.S. Total Market ETF,USD,"The investment seeks to obtain capital growth that meets or exceeds the performance of the S&P Composite 1500Â® Index (the 1500) by investing in exchange-traded funds (""ETFs"") or underlying securities that provide Stratified WeightTM U.S. total equity market exposure.
 The fund seeks Stratified-Weight exposure to the securities in the S&P Composite 1500 Index though investments in ETFs or underlying securities. It has a policy that under normal circumstances, the fund will invest at least 80% of holdings in companies that represent U.S. total market exposure as per the investment objective.",Equities,Factors,Syntax,PCX,us_market
SYV,SPDR MFS Systematic Value Equity ETF,USD,"The investment seeks capital appreciation.
 Under normal circumstances, the fund invests at least 80% of its net assets (plus the amount of borrowings for investment purposes) in equity securities. Equity securities in which the fund invests include common stocks, preferred stocks, and securities convertible into stocks. In selecting securities for the fund, the Sub-Adviser utilizes a bottom-up approach to buying and selling investments for the fund.",Equities,Factors,State Street Global Advisors,PCX,us_market
SZK,ProShares UltraShort Consumer Goods,USD,"The investment seeks daily investment results, before fees and expenses, that correspond to two times the inverse (-2x) of the daily performance of the Dow Jones U.S. Consumer GoodsSM Index.
 The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the fund&#39;s investment objective. The index seeks to measure the stock performance of certain U.S. companies in the consumer goods sector of the U.S. equity market. The fund is non-diversified.",Equities,Trading,ProShares,PCX,us_market
SZNE,Pacer CFRA-Stovall Equal Weight Seasonal Rotation ETF,USD,"The investment seeks to track the total return performance, before fees and expenses, of the CFRA-Stovall Equal Weight Seasonal Rotation Index.
 The fund invests at least 80% of its total assets (exclusive of collateral held from securities lending) in the component securities of its underlying index or in one or more ETFs that track the performance of all or a portion of such component securities in the same approximate proportion as in its underlying index. The index uses an objective, rules-based methodology to track the performance of a semi-annual rotation of certain sectors within the S&P 500 Â® Equal Weight Index. The fund is non-diversified.",,,Pacer,PCX,us_market
TAAG,Trend Aggregation Growth ETF,USD,"The investment seeks capital appreciation.
 The fund seeks to employ a tactical approach to invest in exchange traded funds that primarily invest in U.S. equity securities and by directly investing in U.S. equity securities of small, medium and large capitalization companies that are listed on U.S. exchanges. It may use volatility ETFs and ETNs along with inverse and leveraged ETFs and ETNs to hedge market exposure.",Equities,Factors,Tuttle,PCX,us_market
TACE,Trend Aggregation Conservative ETF,USD,"The investment seeks to provide total return.
 In pursuing the fund&#39;s investment objective, the fund will invest in ETFs that primarily invest in fixed income securities, real estate investment trusts (""REITs""), master limited partnerships (""MLPs""), dividend paying equity stocks including utility stocks, put options, U.S. treasuries and exchange-traded notes (""ETNs""). Fixed Income ETFs will include those that invest in domestic and foreign fixed income securities of any credit rating maturity and duration.",Equities,Equities,Tuttle,PCX,us_market
TADS,Trend Aggregation Dividend Stock ETF,USD,"The investment seeks capital appreciation.
 The fund seeks to employ a tactical approach to invest in to income-producing U.S. equity securities and ETFs. Under normal market conditions, it will invest in income producing equity securities. While the Advisor expects to be invested primarily in large capitalization companies, it may invest in equity securities of any capitalization. The fund may invest, a portion of its portfolio in volatility ETFs and ETNs, leveraged ETFs, inverse ETFs, Treasury Bond ETFs, and Inverse Treasury Bond ETFs.",Equities,Factors,Tuttle,PCX,us_market
TAEQ,Trend Aggregation U.S. ETF,USD,"The investment seeks capital appreciation.
 Under normal conditions, the fund invests in equity securities of companies of any capitalization that are traded on U.S. exchanges and exchange traded funds (""ETFs"") that primarily invest in U.S. equity securities (""Equity ETFs""). The adviser&#39;s models may also direct for investment in ETFs that invest in treasury bonds, volatility ETFs and exchange-traded notes (""ETNs"") and leveraged and inverse ETFs.",Equities,Factors,Tuttle,BTS,us_market
